files,labels,onsets,offsets
G402_43362.23686531_9_19_6_34_46.wav.not.mat,s,3624.03628117914,3792.06349206349
G402_43362.23686531_9_19_6_34_46.wav.not.mat,s,3833.42403628118,3924.10430839002
G402_43362.23686531_9_19_6_34_46.wav.not.mat,s,3938.77551020408,4092.51700680272
G402_43362.23686531_9_19_6_34_46.wav.not.mat,s,4155.44217687075,4246.41723356009
G402_43362.23686531_9_19_6_34_46.wav.not.mat,s,4272.94784580499,4408.4126984127
G402_43362.23686531_9_19_6_34_46.wav.not.mat,s,4472.49433106576,4533.31065759637
G402_43362.23686531_9_19_6_34_46.wav.not.mat,s,4548.63945578231,4730.02267573696
G402_43362.23686531_9_19_6_34_46.wav.not.mat,s,4762.4716553288,4856.12244897959
G402_43362.23686531_9_19_6_34_46.wav.not.mat,s,4867.39229024943,5023.35600907029
G402_43362.23686531_9_19_6_34_46.wav.not.mat,s,5082.5850340136,5182.94784580499
G402_43362.23686531_9_19_6_34_46.wav.not.mat,s,5232.85714285714,5291.56462585034
G402_43362.23686531_9_19_6_34_46.wav.not.mat,s,5311.08843537415,5482.31292517007
G402_43362.23686531_9_19_6_34_46.wav.not.mat,s,5519.02494331066,5610.81632653061
G402_43362.23686531_9_19_6_34_46.wav.not.mat,s,5625.3514739229,5786.07709750567
G402_43362.23686531_9_19_6_34_46.wav.not.mat,n,5865.9410430839,5917.48299319728
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,500.31746031746,562.607709750567
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,625.532879818594,688.004535147392
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,760.090702947846,828.27664399093
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,901.428571428571,964.69387755102
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,1004.80725623583,1057.1201814059
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,1086.84807256236,1146.25850340136
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,1159.45578231293,1334.24036281179
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,1375.98639455782,1463.94557823129
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,1473.78684807256,1629.45578231293
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,1687.2335600907,1786.09977324263
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,1810.31746031746,1939.20634920635
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,1998.32199546485,2055.2380952381
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,2074.19501133787,2250.77097505669
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,2282.67573696145,2372.15419501134
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,2390.40816326531,2552.58503401361
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,2638.820861678,2696.00907029478
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,2990.24943310658,3054.55782312925
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,3107.70975056689,3165.17006802721
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,3186.73469387755,3247.77777777778
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,3260.34013605442,3432.44897959184
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,3478.29931972789,3567.43764172336
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,3584.82993197279,3741.02040816327
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,3797.55102040816,3889.1156462585
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,4153.37868480726,4208.39002267574
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,4338.25396825397,4400.92970521542
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,4427.34693877551,4487.8231292517
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,4505.60090702948,4675.3514739229
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,4719.22902494331,4811.08843537415
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,4825.78231292517,4981.08843537415
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,5618.43537414966,5667.75510204082
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,5797.95918367347,5879.27437641723
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,6002.53968253968,6058.45804988662
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,6091.04308390023,6151.74603174603
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,6171.33786848073,6345.03401360544
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,6381.02040816327,6470.36281179138
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,6488.27664399093,6648.20861678005
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,6702.40362811791,6791.65532879819
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,6812.7664399093,6949.34240362812
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,7020.15873015873,7078.34467120181
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,7096.19047619048,7274.48979591837
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,7304.89795918367,7397.43764172336
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,7412.24489795918,7579.27437641723
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,7784.08163265306,7831.70068027211
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,8138.09523809524,8190.24943310658
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,8450.18140589569,8509.63718820862
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,8574.87528344671,8629.22902494331
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,8654.9433106576,8712.26757369614
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,8730.34013605442,8909.97732426304
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,8941.179138322,9025.96371882086
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,9045.69160997732,9200.83900226757
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,9251.56462585034,9336.66666666667
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,9374.33106575964,9501.22448979592
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,9847.34693877551,9906.48526077097
G402_43362.23695324_9_19_6_34_55.wav.not.mat,n,10444.5515613653,10563.306372549
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,11474.8299319728,11532.4036281179
G402_43362.23695324_9_19_6_34_55.wav.not.mat,n,12207.6037581699,12262.413671024
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,13112.925170068,13195.7823129252
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,13392.7891156463,13448.5941043084
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,13519.9092970522,13577.4149659864
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,13651.4512471655,13700.2721088435
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,13738.231292517,13791.5646258503
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,13813.9909297052,13983.8548752834
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,14023.6281179138,14113.7414965986
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,14128.5714285714,14284.9659863946
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,14536.5532879819,14589.5011337868
G402_43362.23695324_9_19_6_34_55.wav.not.mat,s,15025.3741496599,15077.6870748299
G402_43362.23695324_9_19_6_34_55.wav.not.mat,n,15401.9047619048,15440.5442176871
G402_43362.23753856_9_19_6_35_53.wav.not.mat,s,114.285714285714,170.657596371882
G402_43362.23753856_9_19_6_35_53.wav.not.mat,s,385.283446712018,441.269841269841
G402_43362.23753856_9_19_6_35_53.wav.not.mat,s,512.199546485261,572.675736961451
G402_43362.23753856_9_19_6_35_53.wav.not.mat,s,646.09977324263,699.863945578231
G402_43362.23753856_9_19_6_35_53.wav.not.mat,s,787.66439909297,835.578231292517
G402_43362.23753856_9_19_6_35_53.wav.not.mat,s,864.421768707483,918.707482993197
G402_43362.23753856_9_19_6_35_53.wav.not.mat,s,940.997732426304,1113.51473922903
G402_43362.23753856_9_19_6_35_53.wav.not.mat,s,1150.63492063492,1238.27664399093
G402_43362.23753856_9_19_6_35_53.wav.not.mat,s,1257.86848072562,1407.66439909297
G402_43362.23753856_9_19_6_35_53.wav.not.mat,s,1461.79138321995,1550.72562358277
G402_43362.23753856_9_19_6_35_53.wav.not.mat,s,1572.35827664399,1708.84353741497
G402_43362.23753856_9_19_6_35_53.wav.not.mat,s,1772.01814058957,1833.12925170068
G402_43362.23753856_9_19_6_35_53.wav.not.mat,s,1850.15873015873,2030.49886621315
G402_43362.23753856_9_19_6_35_53.wav.not.mat,s,2060.83900226757,2151.56462585034
G402_43362.23753856_9_19_6_35_53.wav.not.mat,s,2168.27664399093,2320.18140589569
G402_43362.23753856_9_19_6_35_53.wav.not.mat,s,2393.7641723356,2452.90249433107
G402_43362.23753856_9_19_6_35_53.wav.not.mat,s,2468.32199546485,2641.51927437642
G402_43362.23753856_9_19_6_35_53.wav.not.mat,s,2679.52380952381,2769.61451247165
G402_43362.23753856_9_19_6_35_53.wav.not.mat,s,2786.8253968254,2940.09070294785
G402_43362.23753856_9_19_6_35_53.wav.not.mat,s,3003.40136054422,3093.94557823129
G402_43362.23753856_9_19_6_35_53.wav.not.mat,n,3164.78588874866,3186.55388594507
G402_43362.23753856_9_19_6_35_53.wav.not.mat,n,3208.98151942017,3234.04769800999
G402_43362.23753856_9_19_6_35_53.wav.not.mat,s,3241.96333335414,3287.47823658301
G402_43362.23753856_9_19_6_35_53.wav.not.mat,s,3562.51700680272,3619.61451247166
G402_43362.23753856_9_19_6_35_53.wav.not.mat,s,3826.78004535147,3905.85034013605
G402_43362.23753856_9_19_6_35_53.wav.not.mat,n,3922.26757369615,3986.37188208617
G402_43362.23753856_9_19_6_35_53.wav.not.mat,s,4259.75056689342,4319.1156462585
G402_43362.23753856_9_19_6_35_53.wav.not.mat,s,4396.03174603175,4442.67573696145
G402_43362.23753856_9_19_6_35_53.wav.not.mat,s,4472.38095238095,4530.63492063492
G402_43362.23753856_9_19_6_35_53.wav.not.mat,s,4546.34920634921,4719.18367346939
G402_43362.23753856_9_19_6_35_53.wav.not.mat,s,4760.63492063492,4849.81859410431
G402_43362.23753856_9_19_6_35_53.wav.not.mat,s,4866.50793650794,5014.98866213152
G402_43362.23753856_9_19_6_35_53.wav.not.mat,s,5075.44217687075,5163.56009070295
G402_43362.23753856_9_19_6_35_53.wav.not.mat,s,5190.31746031746,5321.24716553288
G402_43362.23753856_9_19_6_35_53.wav.not.mat,s,5390.27210884354,5438.97959183674
G402_43362.23753856_9_19_6_35_53.wav.not.mat,s,5461.04308390023,5639.93197278912
G402_43362.23753856_9_19_6_35_53.wav.not.mat,s,5672.56235827664,5766.43990929705
G402_43362.23753856_9_19_6_35_53.wav.not.mat,s,5780.52154195011,5935.32879818594
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,0.0453514739229025,41.5192743764172
G402_43362.23783492_9_19_6_36_23.wav.not.mat,n,548.780067427044,575.655120591376
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,622.925170068027,679.319727891157
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,847.845804988662,906.25850340136
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,1112.63038548753,1174.7619047619
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,1246.2358276644,1304.71655328798
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,1374.98866213152,1436.59863945578
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,1522.22222222222,1581.56462585034
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,1611.36054421769,1675.98639455782
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,1685.73696145125,1863.58276643991
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,1900.70294784581,1988.88888888889
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,2005.60090702948,2154.73922902494
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,2218.73015873016,2317.46031746032
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,2357.00680272109,2420.11337868481
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,2431.40589569161,2612.38095238095
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,2644.33106575964,2737.16553287982
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,2754.51247165533,2913.78684807256
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,2967.41496598639,3059.38775510204
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,3238.75283446712,3290.65759637188
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,3379.45578231293,3442.72108843537
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,3460.77097505669,3522.42630385488
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,3533.56009070295,3714.39909297052
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,3748.50340136054,3840.74829931973
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,3861.54195011338,4017.57369614512
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,4296.34920634921,4351.72335600907
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,4562.81179138322,4620.90702947846
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,4704.85260770975,4758.97959183673
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,4788.02721088435,4852.8798185941
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,4865.14739229025,5037.57369614512
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,5083.60544217687,5173.90022675737
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,5189.36507936508,5347.70975056689
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,5695.17006802721,5756.5306122449
G402_43362.23783492_9_19_6_36_23.wav.not.mat,n,5987.2936282726,6006.36624664728
G402_43362.23783492_9_19_6_36_23.wav.not.mat,n,6589.90929705215,6638.45804988662
G402_43362.23783492_9_19_6_36_23.wav.not.mat,n,7900.2947845805,7941.40589569161
G402_43362.23783492_9_19_6_36_23.wav.not.mat,n,8408.820861678,8533.01587301587
G402_43362.23783492_9_19_6_36_23.wav.not.mat,n,11293.5600907029,11329.977324263
G402_43362.23783492_9_19_6_36_23.wav.not.mat,n,11937.3922902494,11973.3786848073
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,13537.0068027211,13600.2494331066
G402_43362.23783492_9_19_6_36_23.wav.not.mat,n,14468.9732695428,14495.8483227071
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,14966.6213151927,15018.7074829932
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,15089.5011337868,15144.10430839
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,15301.4512471655,15357.4376417234
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,15431.3605442177,15490.3628117914
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,15549.8412698413,15602.335600907
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,15635.9637188209,15685.8503401361
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,15713.4467120181,15773.1746031746
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,15787.8684807256,15961.8367346939
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,15995.7823129252,16091.1111111111
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,16104.9206349206,16256.1451247166
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,17087.3922902494,17139.0929705215
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,17209.8185941043,17265.3968253968
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,17293.514739229,17350.9523809524
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,17370.2947845805,17538.0952380952
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,17585.9410430839,17669.8412698413
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,17679.3650793651,17837.7551020408
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,17892.5623582766,17982.6984126984
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,17999.1383219955,18132.5170068027
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,18195.7823129252,18256.1224489796
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,18267.8231292517,18450.9750566893
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,18478.5941043084,18574.9659863946
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,18584.1723356009,18742.6984126984
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,18790.0907029478,18889.5918367347
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,18917.0975056689,19049.6371882086
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,19113.6507936508,19171.2244897959
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,19187.7777777778,19369.4557823129
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,19403.6054421769,19498.6848072562
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,19505.6916099773,19661.9727891156
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,19764.3310657596,19815.1020408163
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,20145.8049886621,20205.1927437642
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,20260.8390022676,20314.3083900227
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,20343.7641723356,20407.7777777778
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,20419.3424036281,20593.8095238095
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,20631.9727891156,20724.1496598639
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,20739.7732426304,20895.1700680272
G402_43362.23783492_9_19_6_36_23.wav.not.mat,s,21343.9002267574,21402.9705215419
G402_43362.23808873_9_19_6_36_48.wav.not.mat,s,0.0453514739229025,41.7687074829932
G402_43362.23808873_9_19_6_36_48.wav.not.mat,s,110.997732426304,169.863945578231
G402_43362.23808873_9_19_6_36_48.wav.not.mat,s,243.605442176871,300.634920634921
G402_43362.23808873_9_19_6_36_48.wav.not.mat,s,393.945578231293,451.541950113379
G402_43362.23808873_9_19_6_36_48.wav.not.mat,s,478.775510204082,538.049886621315
G402_43362.23808873_9_19_6_36_48.wav.not.mat,s,552.65306122449,731.746031746032
G402_43362.23808873_9_19_6_36_48.wav.not.mat,s,762.403628117914,854.308390022676
G402_43362.23808873_9_19_6_36_48.wav.not.mat,s,867.800453514739,1021.31519274376
G402_43362.23808873_9_19_6_36_48.wav.not.mat,s,1074.08163265306,1163.08390022676
G402_43362.23808873_9_19_6_36_48.wav.not.mat,s,1421.47392290249,1478.20861678005
G402_43362.23808873_9_19_6_36_48.wav.not.mat,s,1523.28798185941,1576.84807256236
G402_43362.23808873_9_19_6_36_48.wav.not.mat,s,1601.99546485261,1660.70294784581
G402_43362.23808873_9_19_6_36_48.wav.not.mat,s,1676.9387755102,1851.179138322
G402_43362.23808873_9_19_6_36_48.wav.not.mat,s,1889.61451247166,1977.14285714286
G402_43362.23808873_9_19_6_36_48.wav.not.mat,s,1991.179138322,2151.92743764172
G402_43362.23808873_9_19_6_36_48.wav.not.mat,s,2205.71428571429,2303.71882086168
G402_43362.23808873_9_19_6_36_48.wav.not.mat,s,2333.12925170068,2465.17006802721
G402_43362.23808873_9_19_6_36_48.wav.not.mat,s,2950.97505668934,3011.95011337868
G402_43362.23808873_9_19_6_36_48.wav.not.mat,n,3394.58646436516,3464.20508791752
G402_43362.23808873_9_19_6_36_48.wav.not.mat,s,4157.34693877551,4216.14512471655
G402_43362.23808873_9_19_6_36_48.wav.not.mat,n,4540.12927009039,4565.44513320034
G402_43362.23808873_9_19_6_36_48.wav.not.mat,s,4978.1179138322,5032.38095238095
G402_43362.23808873_9_19_6_36_48.wav.not.mat,s,5098.34467120181,5157.16553287982
G402_43362.23808873_9_19_6_36_48.wav.not.mat,s,5208.73015873016,5260.02267573696
G402_43362.23808873_9_19_6_36_48.wav.not.mat,s,5290.70294784581,5348.34467120181
G402_43362.23808873_9_19_6_36_48.wav.not.mat,s,5360.31746031746,5542.72108843537
G402_43362.23808873_9_19_6_36_48.wav.not.mat,s,5577.25623582766,5665.14739229025
G402_43362.23808873_9_19_6_36_48.wav.not.mat,s,5679.86394557823,5832.24489795918
G402_43362.23808873_9_19_6_36_48.wav.not.mat,s,5881.08843537415,5975.80498866213
G402_43362.23808873_9_19_6_36_48.wav.not.mat,s,6000.2947845805,6129.47845804989
G402_43362.23808873_9_19_6_36_48.wav.not.mat,s,6187.80045351474,6250.8843537415
G402_43362.23808873_9_19_6_36_48.wav.not.mat,s,6262.58503401361,6435.82766439909
G402_43362.23808873_9_19_6_36_48.wav.not.mat,s,6476.78004535147,6573.26530612245
G402_43362.23808873_9_19_6_36_48.wav.not.mat,s,6581.65532879819,6740.09070294785
G402_43362.23808873_9_19_6_36_48.wav.not.mat,s,7261.8820861678,7319.13832199547
G402_43362.23808873_9_19_6_36_48.wav.not.mat,n,8756.78004535147,8824.51247165533
G402_43362.23821076_9_19_6_37_1.wav.not.mat,s,178.571428571429,246.553287981859
G402_43362.23821076_9_19_6_37_1.wav.not.mat,s,334.21768707483,394.036281179138
G402_43362.23821076_9_19_6_37_1.wav.not.mat,s,486.87074829932,543.945578231293
G402_43362.23821076_9_19_6_37_1.wav.not.mat,s,629.047619047619,679.092970521542
G402_43362.23821076_9_19_6_37_1.wav.not.mat,s,711.269841269841,768.480725623583
G402_43362.23821076_9_19_6_37_1.wav.not.mat,s,781.451247165533,952.267573696145
G402_43362.23821076_9_19_6_37_1.wav.not.mat,s,995.986394557823,1085.75963718821
G402_43362.23821076_9_19_6_37_1.wav.not.mat,s,1099.16099773243,1255.01133786848
G402_43362.23821076_9_19_6_37_1.wav.not.mat,s,1309.02494331066,1397.84580498866
G402_43362.23821076_9_19_6_37_1.wav.not.mat,n,1542.18859112273,1555.50176323253
G402_43362.23821076_9_19_6_37_1.wav.not.mat,s,1705.82766439909,1766.09977324263
G402_43362.23821076_9_19_6_37_1.wav.not.mat,s,1811.26984126984,1865.03401360544
G402_43362.23821076_9_19_6_37_1.wav.not.mat,s,1893.10657596372,1948.16326530612
G402_43362.23821076_9_19_6_37_1.wav.not.mat,s,1962.38095238095,2140.38548752834
G402_43362.23821076_9_19_6_37_1.wav.not.mat,s,2181.06575963719,2269.68253968254
G402_43362.23821076_9_19_6_37_1.wav.not.mat,s,2287.77777777778,2444.28571428571
G402_43362.23821076_9_19_6_37_1.wav.not.mat,n,2690.44968559319,2743.7023740324
G402_43362.23821076_9_19_6_37_1.wav.not.mat,s,2954.26303854875,3009.75056689342
G402_43362.23821076_9_19_6_37_1.wav.not.mat,n,3143.09753732648,3113.14290007943
G402_43362.23821076_9_19_6_37_1.wav.not.mat,s,3336.00907029478,3416.16780045351
G402_43362.23821076_9_19_6_37_1.wav.not.mat,s,3517.27891156463,3572.8798185941
G402_43362.23821076_9_19_6_37_1.wav.not.mat,s,3599.84126984127,3661.97278911565
G402_43362.23821076_9_19_6_37_1.wav.not.mat,s,3676.68934240363,3851.85941043084
G402_43362.23821076_9_19_6_37_1.wav.not.mat,s,3885.78231292517,3987.91383219955
G402_43362.23821076_9_19_6_37_1.wav.not.mat,s,3994.14965986395,4148.66213151927
G402_43362.23821076_9_19_6_37_1.wav.not.mat,s,4209.63718820862,4298.79818594104
G402_43362.23821076_9_19_6_37_1.wav.not.mat,s,4327.98185941043,4460.92970521542
G402_43362.23821076_9_19_6_37_1.wav.not.mat,s,4517.98185941043,4583.1746031746
G402_43362.23821076_9_19_6_37_1.wav.not.mat,s,4595.32879818594,4771.67800453515
G402_43362.23821076_9_19_6_37_1.wav.not.mat,s,4807.59637188209,4901.02040816326
G402_43362.23821076_9_19_6_37_1.wav.not.mat,s,4914.26303854875,5072.35827664399
G402_43362.23821076_9_19_6_37_1.wav.not.mat,s,5188.97959183674,5240.47619047619
G402_43362.23821076_9_19_6_37_1.wav.not.mat,s,5421.72335600907,5481.38321995465
G402_43362.23842392_9_19_6_37_22.wav.not.mat,s,132.131519274376,190.15873015873
G402_43362.23842392_9_19_6_37_22.wav.not.mat,s,254.126984126984,310.793650793651
G402_43362.23842392_9_19_6_37_22.wav.not.mat,s,376.984126984127,426.553287981859
G402_43362.23842392_9_19_6_37_22.wav.not.mat,s,452.65306122449,516.031746031746
G402_43362.23842392_9_19_6_37_22.wav.not.mat,s,527.278911564626,706.122448979592
G402_43362.23842392_9_19_6_37_22.wav.not.mat,s,741.496598639456,833.038548752834
G402_43362.23842392_9_19_6_37_22.wav.not.mat,s,846.598639455782,1005.85034013605
G402_43362.23842392_9_19_6_37_22.wav.not.mat,s,1057.21088435374,1155.48752834467
G402_43362.23842392_9_19_6_37_22.wav.not.mat,s,1189.18367346939,1250.72562358277
G402_43362.23842392_9_19_6_37_22.wav.not.mat,s,1261.85941043084,1444.01360544218
G402_43362.23842392_9_19_6_37_22.wav.not.mat,s,1475.32879818594,1567.68707482993
G402_43362.23842392_9_19_6_37_22.wav.not.mat,s,1580.90702947846,1737.18820861678
G402_43362.23842392_9_19_6_37_22.wav.not.mat,s,1789.18367346939,1882.90249433107
G402_43362.23842392_9_19_6_37_22.wav.not.mat,s,2330.56689342404,2383.42403628118
G402_43362.23842392_9_19_6_37_22.wav.not.mat,s,2553.74149659864,2619.04761904762
G402_43362.23842392_9_19_6_37_22.wav.not.mat,s,2707.8231292517,2767.86848072562
G402_43362.23842392_9_19_6_37_22.wav.not.mat,s,2786.32653061225,2852.29024943311
G402_43362.23842392_9_19_6_37_22.wav.not.mat,s,2860.49886621315,3040.589569161
G402_43362.23842392_9_19_6_37_22.wav.not.mat,s,3434.69387755102,3487.27891156463
G402_43362.23842392_9_19_6_37_22.wav.not.mat,s,3546.03174603175,3600.63492063492
G402_43362.23842392_9_19_6_37_22.wav.not.mat,s,3624.82993197279,3690.72562358277
G402_43362.23842392_9_19_6_37_22.wav.not.mat,s,3702.08616780045,3879.45578231293
G402_43362.23842392_9_19_6_37_22.wav.not.mat,s,3916.39455782313,4008.39002267574
G402_43362.23842392_9_19_6_37_22.wav.not.mat,s,4025.2380952381,4177.48299319728
G402_43362.23842392_9_19_6_37_22.wav.not.mat,s,4229.43310657596,4330.61224489796
G402_43362.23842392_9_19_6_37_22.wav.not.mat,s,4348.97959183674,4492.1768707483
G402_43362.23842392_9_19_6_37_22.wav.not.mat,s,4549.88662131519,4610.24943310658
G402_43362.23842392_9_19_6_37_22.wav.not.mat,s,4622.81179138322,4802.35827664399
G402_43362.23842392_9_19_6_37_22.wav.not.mat,s,4834.08163265306,4921.72335600907
G402_43362.23842392_9_19_6_37_22.wav.not.mat,s,4940.72562358277,5101.47392290249
G402_43362.23842392_9_19_6_37_22.wav.not.mat,s,5155.28344671202,5248.43537414966
G402_43362.23842392_9_19_6_37_22.wav.not.mat,s,5273.12925170068,5415.10204081633
G402_43362.23842392_9_19_6_37_22.wav.not.mat,s,5475.78231292517,5540.56689342404
G402_43362.23842392_9_19_6_37_22.wav.not.mat,s,5552.74376417234,5735.78231292517
G402_43362.23842392_9_19_6_37_22.wav.not.mat,s,5771.5873015873,5861.31519274376
G402_43362.23842392_9_19_6_37_22.wav.not.mat,s,5875.32879818594,6041.63265306122
G402_43362.23862364_9_19_6_37_42.wav.not.mat,s,218.344671201814,280.861678004535
G402_43362.23862364_9_19_6_37_42.wav.not.mat,s,339.433106575964,402.154195011338
G402_43362.23862364_9_19_6_37_42.wav.not.mat,s,455.238095238095,513.673469387755
G402_43362.23862364_9_19_6_37_42.wav.not.mat,s,555.78231292517,607.437641723356
